objID,ra,dec,rerun,run,camcol,field,paper,cluster_type,cluster_name,ori_ra,ori_dec,line_num,label,Filename
"""1237670964308410518""",132.618035899084,11.7027167025582,301,5935,2,107,Jadhav_OC,OC,NGC_2682,132.618,11.70272,38,BSS,38_301_5935_2_107
"""1237671125370274036""",132.669940272923,11.7961600966226,301,5972,6,116,Jadhav_OC,OC,NGC_2682,132.6699,11.79616,39,BSS,39_301_5972_6_116
"""1237673843004277324""",98.8011018156059,9.39795943505633,301,6605,4,16,rain_OC,OC,Trumpler_5,98.80109,9.39796,40,BSS,40_301_6605_4_16
"""1237673843004277185""",98.8096600739508,9.34709385416396,301,6605,4,16,rain_OC,OC,Trumpler_5,98.80965,9.34709,41,BSS,41_301_6605_4_16
"""1237673843004277136""",98.7489795089582,9.48661400558347,301,6605,4,16,Jadhav_OC,OC,Trumpler_5,98.74898,9.486617,42,BSS,42_301_6605_4_16
"""1237673843004276880""",98.7517600217774,9.36861930032401,301,6605,4,16,rain_OC,OC,Trumpler_5,98.75174,9.36861,43,BSS,43_301_6605_4_16
"""1237673842467538061""",99.2971155939243,9.29349398499441,301,6605,3,18,Jadhav_OC,OC,Trumpler_5,99.29712,9.293501,44,BSS,44_301_6605_3_18
"""1237671067928562484""",28.0302454205525,61.6474516682377,301,5959,3,169,Jadhav_OC,OC,IC_166,28.03024,61.64744,45,BSS,45_301_5959_3_169
"""1237679584843531105""",104.416512246635,8.30378776993151,301,7942,3,90,Jadhav_OC,OC,Berkeley_31,104.4165,8.3038,47,BSS,47_301_7942_3_90
"""1237672004223306396""",290.358902529675,37.7273832160141,301,6177,3,45,rain_OC,OC,NGC_6791,290.3589,37.72738,48,BSS,48_301_6177_3_45
"""1237672004223304591""",290.39356517343,37.7395478642432,301,6177,3,45,Jadhav_OC,OC,NGC_6791,290.3936,37.73954,49,BSS,49_301_6177_3_45
"""1237673808644737028""",99.2416106643822,9.37811521687536,301,6597,4,19,rain_OC,OC,Trumpler_5,99.24159,9.37813,50,BSS,50_301_6597_4_19
"""1237673740465603833""",91.9706841271198,24.3723644294584,301,6581,5,72,Jadhav_OC,OC,Kharchenko_1,91.97069,24.37237,51,BSS,51_301_6581_5_72
"""1237673740465799716""",92.404388843326,24.445540056546,301,6581,5,75,Jadhav_OC,OC,Koposov_63,92.4044,24.44555,52,BSS,52_301_6581_5_75
"""1237673808644801477""",99.2784316878576,9.43392299282126,301,6597,4,20,rain_OC,OC,Trumpler_5,99.27842,9.43393,54,BSS,54_301_6597_4_20
"""1237673808644801193""",99.2655137034185,9.42317111069706,301,6597,4,20,rain_OC,OC,Trumpler_5,99.26549,9.42319,55,BSS,55_301_6597_4_20
"""1237673808644801075""",99.2379232475379,9.43703564798036,301,6597,4,20,rain_OC,OC,Trumpler_5,99.23791,9.43704,56,BSS,56_301_6597_4_20
"""1237673808644801732""",99.3112535335936,9.43567811250635,301,6597,4,20,rain_OC,OC,Trumpler_5,99.31125,9.4357,58,BSS,58_301_6597_4_20
"""1237673808644800592""",99.2032942508589,9.48374961076569,301,6597,4,20,rain_OC,OC,Trumpler_5,99.20329,9.48376,59,BSS,59_301_6597_4_20
"""1237673808644737008""",99.1725880656251,9.5054514040515,301,6597,4,19,Jadhav_OC,OC,Trumpler_5,99.17258,9.505477,60,BSS,60_301_6597_4_19
"""1237673808644736703""",99.2055077889989,9.38882029202255,301,6597,4,19,Jadhav_OC,OC,Trumpler_5,99.2055,9.388835,62,BSS,62_301_6597_4_19
"""1237673808644801981""",99.3009690937587,9.48684276585853,301,6597,4,20,rain_OC,OC,Trumpler_5,99.30096,9.48685,64,BSS,64_301_6597_4_20
"""1237673809181672654""",99.1902804876103,9.79625112636798,301,6597,5,20,rain_OC,OC,Trumpler_5,99.19027,9.79626,65,BSS,65_301_6597_5_20
"""1237673809181672610""",99.1539913450957,9.84848116026214,301,6597,5,20,Jadhav_OC,OC,Trumpler_5,99.15398,9.848492,66,BSS,66_301_6597_5_20
"""1237673809181671880""",99.0846697265779,9.78731521589663,301,6597,5,20,rain_OC,OC,Trumpler_5,99.08466,9.78732,67,BSS,67_301_6597_5_20
"""1237673809181606087""",98.9129137959832,9.72952549084269,301,6597,5,19,Jadhav_OC,OC,Trumpler_5,98.91292,9.729539,68,BSS,68_301_6597_5_19
"""1237673808644931953""",99.5136610028033,9.63226959959531,301,6597,4,22,Jadhav_OC,OC,Trumpler_5,99.51365,9.632281,69,BSS,69_301_6597_4_22
"""1237673808644867206""",99.4806772433231,9.57490602355096,301,6597,4,21,rain_OC,OC,Trumpler_5,99.48066,9.5749,70,BSS,70_301_6597_4_21
"""1237673808644866748""",99.3914930388017,9.61403051065853,301,6597,4,21,rain_OC,OC,Trumpler_5,99.39148,9.61404,71,BSS,71_301_6597_4_21
"""1237673808644866351""",99.3832715770846,9.52031390424087,301,6597,4,21,Jadhav_OC,OC,Trumpler_5,99.38326,9.520322,72,BSS,72_301_6597_4_21
"""1237673808644735558""",99.1557296435882,9.46129490330652,301,6597,4,19,Jadhav_OC,OC,Trumpler_5,99.15572,9.46131,75,BSS,75_301_6597_4_19
"""1237673808644670847""",99.0689918907506,9.33505381925084,301,6597,4,18,Jadhav_OC,OC,Trumpler_5,99.06898,9.335072,76,BSS,76_301_6597_4_18
"""1237646587176550788""",88.4080488539304,0.36166235746077,301,259,4,546,Jadhav_OC,OC,NGC_2112,88.40804,0.361666,78,BSS,78_301_259_4_546
"""1237673757105782880""",87.8242673166432,21.911884243638,301,6585,4,29,rain_OC,OC,Berkeley_21,87.82426,21.91188,81,BSS,81_301_6585_4_29
"""1237673757105719924""",87.8102976002243,21.9085469213144,301,6585,4,28,rain_OC,OC,Berkeley_21,87.81029,21.90855,82,BSS,82_301_6585_4_28
"""1237673757105719357""",87.7893844754518,21.826915144595,301,6585,4,28,rain_OC,OC,Berkeley_21,87.78938,21.82691,83,BSS,83_301_6585_4_28
"""1237673757105718805""",87.7621176687074,21.7765229754155,301,6585,4,28,rain_OC,OC,Berkeley_21,87.76211,21.77652,84,BSS,84_301_6585_4_28
"""1237673757105718288""",87.8476234054019,21.8606859800401,301,6585,4,28,rain_OC,OC,Berkeley_21,87.84762,21.86069,85,BSS,85_301_6585_4_28
"""1237673740465865082""",92.5158662395748,24.5624466242214,301,6581,5,76,Jadhav_OC,OC,Koposov_63,92.51587,24.56245,86,BSS,86_301_6581_5_76
"""1237671262809161951""",132.86815732144,12.1273728502674,301,6004,6,115,rain_OC,OC,NGC_2682,132.8681,12.12738,89,BSS,89_301_6004_6_115
"""1237673740465669153""",92.2355800547363,24.3598958386079,301,6581,5,73,rain_OC,OC,NGC_2168,92.2356,24.35985,90,BSS,90_301_6581_5_73
"""1237646791698874877""",99.4474484406544,-0.858029620169905,301,307,1,157,Jadhav_OC,OC,Berkeley_24,99.44744,-0.85803,91,BSS,91_301_307_1_157
"""1237673808107798648""",99.1426544007203,8.95448767840718,301,6597,3,18,rain_OC,OC,Trumpler_5,99.14266,8.95448,92,BSS,92_301_6597_3_18
"""1237673808644539867""",98.7812454673614,9.27795898828558,301,6597,4,16,Jadhav_OC,OC,Trumpler_5,98.78124,9.27797,96,BSS,96_301_6597_4_16
"""1237673808644539842""",98.7580885188637,9.30492595230709,301,6597,4,16,rain_OC,OC,Trumpler_5,98.75808,9.30493,97,BSS,97_301_6597_4_16
"""1237673808644539252""",98.7842857796704,9.13095541929811,301,6597,4,16,rain_OC,OC,Trumpler_5,98.78428,9.13096,98,BSS,98_301_6597_4_16
"""1237663153905402381""",304.503609550432,42.2345048064576,301,4116,6,31,lcy_OC,OC,CWNU_106,304.5036,42.2345,100,BSS,100_301_4116_6_31
"""1237673808107930072""",99.4428624522848,9.14570060996931,301,6597,3,20,rain_OC,OC,Trumpler_5,99.44286,9.1457,101,BSS,101_301_6597_3_20
"""1237673808107799502""",99.2501487363916,8.9686275214852,301,6597,3,18,rain_OC,OC,Trumpler_5,99.25014,8.96863,102,BSS,102_301_6597_3_18
"""1237673808644736414""",99.1992776197638,9.34470419939289,301,6597,4,19,rain_OC,OC,Trumpler_5,99.19927,9.34471,105,BSS,105_301_6597_4_19
"""1237673808644735611""",99.0903837728185,9.43929791708451,301,6597,4,19,Jadhav_OC,OC,Trumpler_5,99.09039,9.439308,106,BSS,106_301_6597_4_19
"""1237668679928055252""",289.872835626107,37.7020307708805,301,5403,3,189,rain_OC,OC,NGC_6791,289.8728,37.70201,107,BSS,107_301_5403_3_189
"""1237671067928691592""",28.3615750779098,61.8262281614403,301,5959,3,171,rain_OC,OC,IC_166,28.36157,61.82623,108,BSS,108_301_5959_3_171
"""1237670964308476250""",132.79901759202,11.756156969523,301,5935,2,108,Jadhav_OC,OC,NGC_2682,132.799,11.75613,110,BSS,110_301_5935_2_108
"""1237667138563342625""",59.6742792968323,51.7857252473623,301,5044,4,62,rain_OC,OC,King_7,59.67429,51.7857,111,BSS,111_301_5044_4_62
"""1237668680465123195""",290.563322363525,37.8131083006436,301,5403,4,192,Jadhav_OC,OC,NGC_6791,290.5633,37.81311,112,BSS,112_301_5403_4_192
"""1237657878074556739""",114.622360692065,21.5752709466305,301,2888,3,25,rain_OC,OC,NGC_2420,114.6224,21.57526,113,BSS,113_301_2888_3_25
"""1237668680465056205""",290.273854439332,37.8049766475092,301,5403,4,191,Jadhav_OC,OC,NGC_6791,290.2739,37.80497,114,BSS,114_301_5403_4_191
"""1237668679928186414""",290.134896567328,37.5102098520667,301,5403,3,191,Jadhav_OC,OC,NGC_6791,290.1349,37.5102,115,BSS,115_301_5403_3_191
"""1237668679928185920""",290.12842251447,37.5729653385133,301,5403,3,191,rain_OC,OC,NGC_6791,290.1284,37.57293,117,BSS,117_301_5403_3_191
"""1237671067928693999""",28.2936924460187,61.8979807307529,301,5959,3,171,Jadhav_OC,OC,IC_166,28.29372,61.89797,118,BSS,118_301_5959_3_171
"""1237668680465059894""",290.337611654568,37.7917164395085,301,5403,4,191,rain_OC,OC,NGC_6791,290.3376,37.79171,120,BSS,120_301_5403_4_191
"""1237668680465056193""",290.229380184594,37.8229901939099,301,5403,4,191,Jadhav_OC,OC,NGC_6791,290.2294,37.82299,123,BSS,123_301_5403_4_191
"""1237668680465056172""",290.293430392982,37.795104880922,301,5403,4,191,Jadhav_OC,OC,NGC_6791,290.2934,37.7951,124,BSS,124_301_5403_4_191
"""1237668680464991859""",290.192896575299,37.8356558605872,301,5403,4,190,Jadhav_OC,OC,NGC_6791,290.1929,37.83564,125,BSS,125_301_5403_4_190
"""1237671067928694061""",28.3749313172677,61.8916617917062,301,5959,3,171,Jadhav_OC,OC,IC_166,28.37496,61.89165,129,BSS,129_301_5959_3_171
"""1237668679928186149""",290.147404353147,37.5752514117353,301,5403,3,191,Jadhav_OC,OC,NGC_6791,290.1474,37.57523,130,BSS,130_301_5403_3_191
"""1237661056890765705""",46.398534450193,44.4384229799463,301,3628,4,79,Jadhav_OC,OC,NGC_1193,46.39853,44.43842,132,BSS,132_301_3628_4_79
"""1237661056890765703""",46.4759827405359,44.3919297110545,301,3628,4,79,Jadhav_OC,OC,NGC_1193,46.47598,44.39193,133,BSS,133_301_3628_4_79
"""1237661056890765693""",46.4893210357477,44.397931701527,301,3628,4,79,Jadhav_OC,OC,NGC_1193,46.48932,44.39793,134,BSS,134_301_3628_4_79
"""1237661056890765688""",46.4765280360468,44.3950822810301,301,3628,4,79,Jadhav_OC,OC,NGC_1193,46.47649,44.39516,135,BSS,135_301_3628_4_79
"""1237661056890765683""",46.4841199435531,44.3830868856009,301,3628,4,79,Jadhav_OC,OC,NGC_1193,46.48412,44.38308,136,BSS,136_301_3628_4_79
"""1237661056890765675""",46.4857980111296,44.3840346754779,301,3628,4,79,Jadhav_OC,OC,NGC_1193,46.48578,44.38403,137,BSS,137_301_3628_4_79
"""1237661056890765640""",46.4903710597661,44.3886519875036,301,3628,4,79,Jadhav_OC,OC,NGC_1193,46.49037,44.38865,139,BSS,139_301_3628_4_79
"""1237661056890765639""",46.4813327198429,44.3913408443883,301,3628,4,79,Jadhav_OC,OC,NGC_1193,46.48133,44.39134,140,BSS,140_301_3628_4_79
"""1237661056890766119""",46.5203037143387,44.4754936843093,301,3628,4,79,Jadhav_OC,OC,NGC_1193,46.5203,44.47549,144,BSS,144_301_3628_4_79
"""1237661056890766122""",46.4648742862043,44.4071372201074,301,3628,4,79,Jadhav_OC,OC,NGC_1193,46.46487,44.40714,145,BSS,145_301_3628_4_79
"""1237661056890765636""",46.5043067571191,44.3749645697854,301,3628,4,79,Jadhav_OC,OC,NGC_1193,46.50431,44.37496,146,BSS,146_301_3628_4_79
"""1237661056890765631""",46.4888951895151,44.3850640630596,301,3628,4,79,rain_OC,OC,NGC_1193,46.48889,44.38506,148,BSS,148_301_3628_4_79
"""1237667138563408031""",59.7607168511816,51.9632188892113,301,5044,4,63,rain_OC,OC,King_7,59.76072,51.96321,149,BSS,149_301_5044_4_63
"""1237666464252166718""",59.675485632372,51.683399969681,301,4887,4,42,rain_OC,OC,King_7,59.6755,51.68339,151,BSS,151_301_4887_4_42
"""1237658187853529270""",88.9076567001699,0.182623966120756,301,2960,4,93,rain_OC,OC,NGC_2112,88.90765,0.182648,154,BSS,154_301_2960_4_93
"""1237671557008589099""",83.1434031526561,0.17782929500515,301,6073,2,26,rain_OC,OC,Berkeley_20,83.1434,0.177827,156,BSS,156_301_6073_2_26
"""1237671557008589088""",83.1556525713874,0.18751470925436,301,6073,2,26,rain_OC,OC,Berkeley_20,83.15565,0.187513,158,BSS,158_301_6073_2_26
"""1237671262272291045""",132.952645514548,11.8209276380881,301,6004,5,115,rain_OC,OC,NGC_2682,132.9526,11.821,162,BSS,162_301_6004_5_115
"""1237671262272291025""",132.885752169002,11.8148117406219,301,6004,5,115,Jadhav_OC,OC,NGC_2682,132.8858,11.81446,163,BSS,163_301_6004_5_115
"""1237671262272290991""",132.835707489804,11.7712097878004,301,6004,5,115,rain_OC,OC,NGC_2682,132.8357,11.77121,164,BSS,164_301_6004_5_115
"""1237671258524549212""",81.0813342530594,29.5477480550359,301,6003,6,273,Jadhav_OC,OC,Berkeley_19,81.08133,29.54778,165,BSS,165_301_6003_6_273
"""1237668680464925437""",289.950301447203,37.9543200941557,301,5403,4,189,rain_OC,OC,NGC_6791,289.9503,37.95431,167,BSS,167_301_5403_4_189
"""1237671069002827845""",27.0256506536362,62.9124304508336,301,5959,5,177,Jadhav_OC,OC,Berkeley_5,27.02565,62.91243,168,BSS,168_301_5959_5_177
"""1237671069002827630""",26.8933442563628,62.9082835226944,301,5959,5,177,Jadhav_OC,OC,Berkeley_5,26.89335,62.90828,169,BSS,169_301_5959_5_177
"""1237671557008589093""",83.1511484747721,0.187303363200061,301,6073,2,26,rain_OC,OC,Berkeley_20,83.15115,0.1873,171,BSS,171_301_6073_2_26
"""1237670445150635509""",28.5230739289477,61.8608621468502,301,5814,3,52,rain_OC,OC,IC_166,28.52306,61.86085,172,BSS,172_301_5814_3_52
"""1237673808644671058""",99.060113615863,9.38562819618697,301,6597,4,18,Jadhav_OC,OC,Trumpler_5,99.06011,9.385653,174,BSS,174_301_6597_4_18
"""1237673808644605658""",98.9997974046009,9.20174604430382,301,6597,4,17,Jadhav_OC,OC,Trumpler_5,98.99979,9.201759,175,BSS,175_301_6597_4_17
"""1237673808644605612""",98.9314737739839,9.31935136766058,301,6597,4,17,Jadhav_OC,OC,Trumpler_5,98.93147,9.319358,176,BSS,176_301_6597_4_17
"""1237673808644604998""",98.8803361347017,9.29040871586218,301,6597,4,17,Jadhav_OC,OC,Trumpler_5,98.88033,9.290415,177,BSS,177_301_6597_4_17
"""1237670445687441636""",27.6886615075213,61.7272615574401,301,5814,4,51,Jadhav_OC,OC,IC_166,27.68862,61.72727,179,BSS,179_301_5814_4_51
"""1237671557008590102""",83.1586617567201,0.151112580059285,301,6073,2,26,Jadhav_OC,OC,Berkeley_20,83.15866,0.151114,180,BSS,180_301_6073_2_26
"""1237673809181737552""",99.2205878244746,9.88477397410186,301,6597,5,21,rain_OC,OC,Trumpler_5,99.22057,9.88478,181,BSS,181_301_6597_5_21
"""1237671069002826365""",26.9440036208032,62.9550169901488,301,5959,5,177,Jadhav_OC,OC,Berkeley_5,26.94403,62.95501,182,BSS,182_301_5959_5_177
"""1237671069002826021""",26.8274790389664,62.9115776936475,301,5959,5,177,Jadhav_OC,OC,Berkeley_5,26.82749,62.91158,183,BSS,183_301_5959_5_177
"""1237672004223240026""",290.145740218785,37.7645340987116,301,6177,3,44,Jadhav_OC,OC,NGC_6791,290.1457,37.76453,184,BSS,184_301_6177_3_44
"""1237672004223239720""",290.24975779584,37.7675892355813,301,6177,3,44,Jadhav_OC,OC,NGC_6791,290.2498,37.76757,185,BSS,185_301_6177_3_44
"""1237671557008589322""",83.1115920623993,0.153260379936785,301,6073,2,26,Jadhav_OC,OC,Berkeley_20,83.11159,0.153257,191,BSS,191_301_6073_2_26
"""1237671557008589214""",83.1327583078499,0.180878915956038,301,6073,2,26,Jadhav_OC,OC,Berkeley_20,83.13276,0.180878,192,BSS,192_301_6073_2_26
"""1237672004223240454""",290.174368188773,37.6656673253519,301,6177,3,44,Jadhav_OC,OC,NGC_6791,290.1743,37.66566,193,BSS,193_301_6177_3_44
"""1237671069002826129""",26.9277532893073,62.9180443825052,301,5959,5,177,Jadhav_OC,OC,Berkeley_5,26.92776,62.91805,194,BSS,194_301_5959_5_177
"""1237672004223240578""",290.191575265731,37.6141526478264,301,6177,3,44,rain_OC,OC,NGC_6791,290.1916,37.61415,195,BSS,195_301_6177_3_44
"""1237670964308475917""",132.69856331573,11.7476089160583,301,5935,2,108,Jadhav_OC,OC,NGC_2682,132.6985,11.74761,196,BSS,196_301_5935_2_108
"""1237671067928756372""",28.4398001551059,61.9726958449362,301,5959,3,172,Jadhav_OC,OC,IC_166,28.43982,61.97268,197,BSS,197_301_5959_3_172
"""1237671067928694604""",28.3900297674794,61.9324074501428,301,5959,3,171,Jadhav_OC,OC,IC_166,28.38995,61.93237,198,BSS,198_301_5959_3_171
"""1237671067928693216""",28.2425481521022,61.9663731012421,301,5959,3,171,rain_OC,OC,IC_166,28.24256,61.96636,199,BSS,199_301_5959_3_171
"""1237671067928692967""",28.4513948201329,61.9275528290951,301,5959,3,171,Jadhav_OC,OC,IC_166,28.45142,61.92752,200,BSS,200_301_5959_3_171
"""1237671067928691900""",28.2617796252198,61.8945671346673,301,5959,3,171,Jadhav_OC,OC,IC_166,28.2618,61.89456,203,BSS,203_301_5959_3_171
"""1237671067928691293""",28.1881016557902,61.893608758905,301,5959,3,171,Jadhav_OC,OC,IC_166,28.18676,61.89365,204,BSS,204_301_5959_3_171
"""1237672004223306812""",290.411503052165,37.7241027142641,301,6177,3,45,Jadhav_OC,OC,NGC_6791,290.4115,37.72409,206,BSS,206_301_6177_3_45
"""1237673809181738275""",99.2875452377066,9.89455663550316,301,6597,5,21,rain_OC,OC,Trumpler_5,99.28753,9.89455,208,BSS,208_301_6597_5_21
"""1237673843004344840""",98.9309187427057,9.55048477057879,301,6605,4,17,rain_OC,OC,Trumpler_5,98.93089,9.5505,210,BSS,210_301_6605_4_17
"""1237673755495171209""",88.6481003733766,20.845386930937,301,6585,1,29,Jadhav_OC,OC,Czernik_24,88.64809,20.84539,215,BSS,215_301_6585_1_29
"""1237673755495237669""",88.7812253299377,20.883173947171,301,6585,1,30,Jadhav_OC,OC,Czernik_24,88.78123,20.88318,217,BSS,217_301_6585_1_30
"""1237673757649797333""",103.793005723199,29.7277430503827,301,6585,5,138,Jadhav_OC,OC,FSR_0866,103.793,29.72775,218,BSS,218_301_6585_5_138
"""1237673808107733487""",99.0344177644204,8.95222849472056,301,6597,3,17,rain_OC,OC,Trumpler_5,99.03441,8.95222,220,BSS,220_301_6597_3_17
"""1237649768111211019""",356.871900054481,68.6592910860036,301,1000,1,157,Jadhav_OC,OC,King_11,356.8719,68.6593,221,BSS,221_301_1000_1_157
"""1237673808644605355""",98.9038343206242,9.32527828965255,301,6597,4,17,rain_OC,OC,Trumpler_5,98.90382,9.32528,222,BSS,222_301_6597_4_17
"""1237673739926702084""",87.8859373399635,21.6601337673888,301,6581,4,41,rain_OC,OC,Berkeley_21,87.88593,21.66014,225,BSS,225_301_6581_4_41
"""1237673738858659972""",100.867093411971,26.9878385010962,301,6581,2,128,rain_OC,OC,NGC_2266,100.8671,26.98784,227,BSS,227_301_6581_2_128
"""1237673738858595005""",100.803439585273,26.9743578063611,301,6581,2,127,Jadhav_OC,OC,NGC_2266,100.8034,26.97436,228,BSS,228_301_6581_2_127
"""1237673474718433655""",78.0199828828575,16.7177934000881,301,6519,6,132,rain_OC,OC,NGC_1817,78.01998,16.71782,229,BSS,229_301_6519_6_132
"""1237673474718499181""",78.0829300255334,16.783673604218,301,6519,6,133,rain_OC,OC,NGC_1817,78.08293,16.78368,230,BSS,230_301_6519_6_133
"""1237673843004276815""",98.7356410434887,9.45924599623865,301,6605,4,16,rain_OC,OC,Trumpler_5,98.73563,9.45924,231,BSS,231_301_6605_4_16
"""1237673843004276821""",98.7326607689779,9.46435310422538,301,6605,4,16,rain_OC,OC,Trumpler_5,98.73265,9.46435,232,BSS,232_301_6605_4_16
"""1237673703957267406""",88.6177543886436,31.1609281211379,301,6573,1,55,lcy_OC,OC,CWNU_197,88.6175,31.1613,233,BSS,233_301_6573_1_55
"""1237673703957332046""",88.6489218502672,31.1654289536482,301,6573,1,56,lcy_OC,OC,CWNU_197,88.6489,31.1653,234,BSS,234_301_6573_1_56
"""1237673841935384627""",109.277909827678,13.5597898999776,301,6605,2,90,Jadhav_OC,OC,NGC_2355,109.2779,13.55978,237,BSS,237_301_6605_2_90
"""1237679584844383327""",104.601205935042,6.34766047501313,301,7942,3,103,rain_OC,OC,Berkeley_32,104.6012,6.34765,239,BSS,239_301_7942_3_103
"""1237673706640375959""",84.4235127315512,31.3953251686699,301,6573,6,36,Jadhav_OC,OC,Koposov_36,84.42352,31.39533,240,BSS,240_301_6573_6_36
"""1237673738316218817""",88.7331597130431,20.7487829986609,301,6581,1,43,Jadhav_OC,OC,Czernik_24,88.73316,20.74878,242,BSS,242_301_6581_1_43
"""1237673738316284295""",88.8467956398984,20.8834654102125,301,6581,1,44,Jadhav_OC,OC,Czernik_24,88.84679,20.88346,243,BSS,243_301_6581_1_44
"""1237673738316284296""",88.8633605829759,20.8793202422204,301,6581,1,44,Jadhav_OC,OC,Czernik_24,88.86337,20.8793,244,BSS,244_301_6581_1_44
"""1237649768111276273""",356.972303112424,68.7174648655591,301,1000,1,158,rain_OC,OC,King_11,356.9723,68.71745,246,BSS,246_301_1000_1_158
"""1237679584843531085""",104.400729925532,8.27475038799802,301,7942,3,90,rain_OC,OC,Berkeley_31,104.4007,8.27475,249,BSS,249_301_7942_3_90
"""1237649768111210806""",356.928466754201,68.645071065817,301,1000,1,157,rain_OC,OC,King_11,356.9284,68.64505,250,BSS,250_301_1000_1_157
"""1237649768111210737""",356.810463530911,68.6052114946361,301,1000,1,157,rain_OC,OC,King_11,356.8104,68.60519,252,BSS,252_301_1000_1_157
"""1237649768111210728""",357.002771879795,68.6179929078324,301,1000,1,157,Jadhav_OC,OC,King_11,357.0027,68.61799,253,BSS,253_301_1000_1_157
